,experiment,rouge_type,score_type,score,confidence_level,level1,-,level2
75,AM_MS_F,ROUGE-2,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
76,AM_MS_F,ROUGE-2,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
77,AM_MS_F,ROUGE-2,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
78,AM_MS_F,ROUGE-SU*,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
79,AM_MS_F,ROUGE-SU*,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
80,AM_MS_F,ROUGE-SU*,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
81,AM_OP_10,ROUGE-1,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
82,AM_OP_10,ROUGE-1,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
83,AM_OP_10,ROUGE-1,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
84,AM_OP_10,ROUGE-2,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
85,AM_OP_10,ROUGE-2,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
86,AM_OP_10,ROUGE-2,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
87,AM_OP_10,ROUGE-SU*,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
88,AM_OP_10,ROUGE-SU*,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
89,AM_OP_10,ROUGE-SU*,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
90,AM_OP_20,ROUGE-1,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
91,AM_OP_20,ROUGE-1,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
92,AM_OP_20,ROUGE-1,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
93,AM_OP_20,ROUGE-2,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
94,AM_OP_20,ROUGE-2,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
95,AM_OP_20,ROUGE-2,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
96,AM_OP_20,ROUGE-SU*,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
97,AM_OP_20,ROUGE-SU*,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
98,AM_OP_20,ROUGE-SU*,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
99,AM_OP_F,ROUGE-1,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
100,AM_OP_F,ROUGE-1,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
101,AM_OP_F,ROUGE-1,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
102,AM_OP_F,ROUGE-2,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
103,AM_OP_F,ROUGE-2,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
104,AM_OP_F,ROUGE-2,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
105,AM_OP_F,ROUGE-SU*,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
106,AM_OP_F,ROUGE-SU*,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
107,AM_OP_F,ROUGE-SU*,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
108,AM_MS_10,ROUGE-1,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
109,AM_MS_10,ROUGE-1,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
110,AM_MS_10,ROUGE-1,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
111,AM_MS_10,ROUGE-2,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
112,AM_MS_10,ROUGE-2,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
113,AM_MS_10,ROUGE-2,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
114,AM_MS_10,ROUGE-SU*,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
115,AM_MS_10,ROUGE-SU*,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
116,AM_MS_10,ROUGE-SU*,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
117,AM_MS_20,ROUGE-1,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
118,AM_MS_20,ROUGE-1,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
119,AM_MS_20,ROUGE-1,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
120,AM_MS_20,ROUGE-2,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
121,AM_MS_20,ROUGE-2,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
122,AM_MS_20,ROUGE-2,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
123,AM_MS_20,ROUGE-SU*,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
124,AM_MS_20,ROUGE-SU*,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
125,AM_MS_20,ROUGE-SU*,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
126,AM_MS_F,ROUGE-1,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
127,AM_MS_F,ROUGE-1,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
128,AM_MS_F,ROUGE-1,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
129,AM_MS_F,ROUGE-2,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
130,AM_MS_F,ROUGE-2,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
131,AM_MS_F,ROUGE-2,Average_F:,0.0,(95%-conf.int.,0.0,-,0.00000)
132,AM_MS_F,ROUGE-SU*,Average_R:,0.0,(95%-conf.int.,0.0,-,0.00000)
133,AM_MS_F,ROUGE-SU*,Average_P:,0.0,(95%-conf.int.,0.0,-,0.00000)
